name,total+AF8-citation,gen+AF8-citation,com+AF8-citation,copious+AF8-citation,self+AF8-citation,NGC,NCC,OC,institute,domain,hindex,i10,hindex validation,Check if hindex lesser than total citations,,,,
A1214,698,85,443,24,49,1,0.3653,0.861,Oregon State University,Data Science,19,25,361,TRUE,,,,
A1215,414,187,100,25,50,1,1,0.8744,University of Massachusetts Amhers ,Machine Learning,13,17,169,TRUE,,,,
A1216,956,715,125,73,27,0.2521,1,1,Indiana University,Data Science,16,18,256,TRUE,,,,
A1217,309,2,263,10,27,1,0.1489,1,#NAME?, Berkeley  +ACI-,16,16,256,TRUE,,,,
A1218,620,379,11,32,28,0.3887,1,0.7258,Stanford University,Computer Architecture,16,22,256,TRUE,,,,
A1219,738,494,145,27,35,0.3306,1,1,#NAME?, Berkeley+ACI-,16,20,256,TRUE,,,,
A122,247,35,167,35,8,1,0.3239,1,Northwestern University,Molecular Information Systems,12,12,144,TRUE,,,,
A1220,502,183,226,76,9,1,0.5498,1,#NAME?, Berkeley+ACI-,11,13,121,TRUE,,,,
A1221,681,171,41,236,27,1,1,0.6975,Rijksuniversiteit Groningen,Theory of Computation,20,20,400,TRUE,,,,
A1222,887,452,194,20,174,0.4904,1,1,University of Toronto,Human Computer Interaction,16,18,256,TRUE,,,,
A1223,939,676,201,28,13,0.2801,1,1,Indiana University,Molecular Information Systems,27,28,729,TRUE,,,,
A1224,38,11,13,4,4,1,0.6579,0.8421,University of Washington,Ubiquitous Computing,4,2,16,TRUE,,,,
A1225,411,65,297,14,3,1,0.2774,0.9221,The George Washington University,Data Management and Visualization,16,18,256,TRUE,,,,
A1226,937,367,314,225,17,1,0.6649,1,#NAME?, San Diego+ACI-,29,29,841,TRUE,,,,
A1227,253,228,18,1,4,0.0988,1,1,University of Massachusetts Amhers ,Ubiquitous Computing,12,12,144,TRUE,,,,
A1228,665,208,172,275,6,1,0.7414,1,The University of Chicago,#NAME?,18,22,324,TRUE,,,,
A1229,297,93,197,5,0,1,0.3367,1,University of Arizona,Computer Architecture,12,14,144,TRUE,,,,
A123,779,664,73,26,1,0.1476,1,1,Stanford University,Data Management and Visualization,22,26,484,TRUE,,,,
A1230,470,287,83,10,37,0.3894,1,0.8872,Washington University in St. Louis,Computer Architecture,20,20,400,TRUE,,,,
A1231,684,145,486,35,16,1,0.2895,1,University of Toronto,Wireless and Sensor Systems,25,25,625,TRUE,,,,
A1232,413,332,31,23,22,0.1961,1,1,#NAME?, Berkeley  +ACI-,17,17,289,TRUE,,,,
A1233,883,12,507,29,311,1,0.4258,1,Indiana University,Programming Languages and Software Engineering,27,28,729,TRUE,,,,
A1234,572,367,115,49,33,0.3584,1,1,Washington University in St. Louis,#NAME?,21,21,441,TRUE,,,,
A1235,717,529,22,1,45,0.2622,1,0.8326,Indiana University,Computing for Development,16,18,256,TRUE,,,,
A1236,163,87,13,35,21,0.4663,1,1,University of Pittsburgh  ,Data Management and Visualization,8,4,64,TRUE,,,,
A1237,496,214,100,138,37,1,1,1,University of Toronto,Data Management and Visualization,20,20,400,TRUE,,,,
A1238,42,20,2,8,4,1,1,0.8095,Rijksuniversiteit Groningen,Machine Learning,3,0,9,TRUE,,,,
A1239,768,40,10,696,8,1,1,1,University of Georgia ,Molecular Information Systems,16,24,256,TRUE,,,,
A124,5,3,1,0,0,0.4,1,0.8,#NAME?, Los Angeles+ACI-,1,0,1,TRUE,,,,
A1240,299,43,111,93,1,1,0.6288,0.8294,The University of Chicago,Human Computer Interaction,10,5,100,TRUE,,,,
A1241,735,309,116,244,51,1,1,1,University of Iowa,Systems and Networking,18,25,324,TRUE,,,,
A1242,531,516,10,1,0,0.0282,1,1, The University of Chicago,Molecular Information Systems,13,16,169,TRUE,,,,
A1243,298,280,0,3,0,0.0604,1,1, The University of Chicago,Artificial Intelligence,9,5,81,TRUE,,,,
A1244,492,237,196,58,0,1,0.6016,1,University Aix+AC0-Marseille,Machine Learning,12,19,144,TRUE,,,,
A1245,459,289,72,63,16,0.3704,1,1,University of Oxford,Programming Languages and Software Engineering,11,18,121,TRUE,,,,
A1246,226,123,21,54,8,0.4558,1,0.9115,University of Pittsburgh  ,Molecular Information Systems,14,14,196,TRUE,,,,
A1247,613,29,546,36,1,1,0.1093,1,#NAME?, Berkeley+ACI-,14,20,196,TRUE,,,,
A1248,585,112,139,273,7,1,1,0.9077,Pontificia Universidad Catlica de Chile,#NAME?,22,23,484,TRUE,,,,
A1249,100,24,46,3,11,1,0.54,0.84,University of Rochester,Data Management and Visualization,5,0,25,TRUE,,,,
A125,813,464,340,4,2,0.4293,0.5818,1,#NAME?, Riverside+ACI-,16,27,256,TRUE,,,,
A1250,719,688,20,4,3,0.0431,1,1,Washington University in St. Louis,Data Science,18,24,324,TRUE,,,,
A1251,809,49,114,8,479,1,1,0.8035,Washington University in St. Louis,Computing for Development,26,26,676,TRUE,,,,
A1252,632,364,148,105,1,0.4241,1,1,Aarhus University,Computing for Development,20,20,400,TRUE,,,,
A1253,303,267,12,4,10,0.1188,1,1,University Aix+AC0-Marseille,Machine Learning,8,6,64,TRUE,,,,
A1254,879,674,30,38,65,0.2332,1,0.9181,Massachusetts Institute of Technology ,Wireless and Sensor Systems,17,28,289,TRUE,,,,
A1255,433,29,53,27,136,1,1,0.5658,Washington University in St. Louis  ,Wireless and Sensor Systems,13,14,169,TRUE,,,,
A1256,129,34,6,35,48,1,1,1,University of Georgia ,Computational +ACY- Synthetic Biology,8,1,64,TRUE,,,,
A1257,483,225,38,87,15,1,1,0.7557,#NAME?, Riverside+ACI-,17,19,289,TRUE,,,,
A1258,725,23,460,226,15,1,0.3655,1,Vrije Universiteit Amsterdam ,Molecular Information Systems,23,24,529,TRUE,,,,
A1259,935,494,41,394,4,0.4717,1,1,#NAME?, Irvine +ACI-,18,18,324,TRUE,,,,
A126,179,166,8,1,2,0.0726,1,1,Washington University in St. Louis,Systems and Networking,12,12,144,TRUE,,,,
A1260,586,347,43,74,117,0.4078,1,1,Cornell University,Computer Architecture,12,16,144,TRUE,,,,
A1261,652,89,30,476,7,1,1,0.9233,University of Iowa,Computing for Development,19,20,361,TRUE,,,,
A1262,984,851,26,93,1,0.1352,1,1,#NAME?, Irvine +ACI-,30,30,900,TRUE,,,,
A1263,856,764,26,17,29,0.1075,1,1,University of Arizona,#NAME?,18,24,324,TRUE,,,,
A1264,539,491,4,24,4,0.0891,1,1,Tel Aviv University,Theory of Computation,17,19,289,TRUE,,,,
A1265,839,582,117,37,20,0.3063,1,0.9011,#NAME?, Berkeley+ACI-,14,26,196,TRUE,,,,
A1266,536,293,132,33,42,0.4534,0.7537,1,University of Toronto,Computer Architecture,14,20,196,TRUE,,,,
A1267,229,5,140,31,33,1,0.3886,0.9127,Aarhus University,#NAME?,12,14,144,TRUE,,,,
A1268,629,458,53,66,32,0.2719,1,1,Massachusetts Institute of Technology,Data Management and Visualization,22,22,484,TRUE,,,,
A1269,811,125,368,166,90,1,0.5462,0.9236,#NAME?, Irvine +ACI-,23,27,529,TRUE,,,,
A127,233,145,64,22,1,0.3777,0.7253,1, The University of Chicago,Ubiquitous Computing,13,14,169,TRUE,,,,
A1270,260,121,89,11,4,1,0.6577,0.8654,University of Georgia ,Programming Languages and Software Engineering,13,13,169,TRUE,,,,
A1271,764,59,515,168,7,1,0.3259,1,University of Toronto,Theory of Computation,16,26,256,TRUE,,,,
A1272,862,441,29,7,56,0.4884,1,0.6183,Washington University in St. Louis,Molecular Information Systems,25,27,625,TRUE,,,,
A1273,420,253,61,84,13,0.3976,1,1,Wesleyan University,Molecular Information Systems,11,12,121,TRUE,,,,
A1274,135,6,105,10,12,1,0.2222,1,University of Arizona,Computer Architecture,9,5,81,TRUE,,,,
A1275,683,611,29,29,7,0.1054,1,1,Rijksuniversiteit Groningen,Security and Privacy,20,21,400,TRUE,,,,
A1276,373,208,126,14,13,0.4424,0.6622,1,University of Georgia ,Machine Learning,11,15,121,TRUE,,,,
A1277,912,362,188,180,59,1,1,0.8651,Pontificia Universidad Catlica de Chile,Artificial Intelligence,15,27,225,TRUE,,,,
A1278,477,205,186,68,12,1,0.6101,1,The University of Chicago,Machine Learning,19,19,361,TRUE,,,,
A1279,750,539,59,40,9,0.2813,1,0.8627,#NAME?, Berkeley+ACI-,25,25,625,TRUE,,,,
A128,622,168,224,190,27,1,0.6399,1,University of Rochester,Wireless and Sensor Systems,16,21,256,TRUE,,,,
A1280,343,265,33,44,0,0.2274,1,1,University of New Brunswick,Systems and Networking,12,14,144,TRUE,,,,
A1281,487,235,71,39,17,1,1,0.7433,#NAME?, Los Angeles+ACI-,13,21,169,TRUE,,,,
A1282,686,677,3,1,4,0.0131,1,1,Wesleyan University,Security and Privacy,21,23,441,TRUE,,,,
A1283,616,585,21,7,1,0.0503,1,1,Stanford University,Systems and Networking,23,23,529,TRUE,,,,
A1284,34,16,5,10,1,1,1,1,Oregon State University,#NAME?,2,1,4,TRUE,,,,
A1285,841,832,8,0,0,0.0107,1,1,#NAME?, Berkeley+ACI-,20,22,400,TRUE,,,,
A1286,602,225,233,106,6,1,0.613,1,Wesleyan University,Data Science,13,18,169,TRUE,,,,
A1287,725,514,160,9,35,0.291,1,1,#NAME?, Riverside+ACI-,25,25,625,TRUE,,,,
A1288,342,74,185,63,17,1,0.4591,1,#NAME?, Berkeley+ACI-,13,17,169,TRUE,,,,
A1289,769,614,29,116,5,0.2016,1,1,#NAME?, Berkeley  +ACI-,18,25,324,TRUE,,,,
A129,598,239,130,155,73,1,1,1,Stanford University,Machine Learning,18,23,324,TRUE,,,,
A1290,515,22,469,3,14,1,0.0893,1,Washington University in St. Louis,Programming Languages and Software Engineering,21,21,441,TRUE,,,,
A1291,845,463,238,114,28,0.4521,0.7183,1,University of Rochester,Human Computer Interaction,16,21,256,TRUE,,,,
A1292,830,450,39,106,76,0.4578,1,0.8084,Pontificia Universidad Catlica de Chile,Systems and Networking,15,20,225,TRUE,,,,
A1293,618,391,180,4,24,0.3673,0.7087,1,Tel Aviv University,Molecular Information Systems,17,21,289,TRUE,,,,
A1294,93,71,20,1,0,0.2366,1,1,#NAME?, Los Angeles+ACI-,5,3,25,TRUE,,,,
A1295,502,440,49,7,4,0.1235,1,1,Washington University in St. Louis,Data Science,14,15,196,TRUE,,,,
A1296,865,39,95,550,157,1,1,1,#NAME?, Riverside+ACI-,18,28,324,TRUE,,,,
A1297,200,29,43,14,108,1,1,1,#NAME?, Riverside+ACI-,9,4,81,TRUE,,,,
A1298,874,632,69,61,40,0.2769,1,0.9176,University of Auckland,#NAME?,19,26,361,TRUE,,,,
A1299,259,121,93,28,9,1,0.6409,1,Massachusetts Institute of Technology ,Artificial Intelligence,13,15,169,TRUE,,,,
A13,984,38,495,332,73,1,0.497,1,University of Georgia ,Wireless and Sensor Systems,27,28,729,TRUE,,,,
A130,692,86,552,29,15,1,0.2023,1,University of Georgia ,Ubiquitous Computing,16,16,256,TRUE,,,,
A1300,401,55,78,241,16,1,1,1,Indiana University,#NAME?,15,17,225,TRUE,,,,
A1301,19,7,10,0,1,1,0.4737,1, The University of Chicago,Data Science,3,1,9,TRUE,,,,
A1302,216,88,3,23,10,1,1,0.5741,#NAME?, Riverside+ACI-,8,3,64,TRUE,,,,
A1303,261,232,13,7,8,0.1111,1,1,Oregon State University,Machine Learning,15,15,225,TRUE,,,,
A1304,24,9,14,0,0,1,0.4167,1,University of Toronto,#NAME?,3,0,9,TRUE,,,,
A1305,842,26,197,64,310,1,1,0.709,University of Rochester,Computational +ACY- Synthetic Biology,23,28,529,TRUE,,,,
A1306,159,66,87,3,2,1,0.4528,1,Wesleyan University,Programming Languages and Software Engineering,10,2,100,TRUE,,,,
A1307,997,613,257,54,22,0.3852,1,1,University of Rochester,Security and Privacy,20,25,400,TRUE,,,,
A1308,945,419,309,92,55,1,0.673,0.9259,University of Oxford,Computational +ACY- Synthetic Biology,21,24,441,TRUE,,,,
A1309,435,2,250,101,75,1,0.4253,1,Rijksuniversiteit Groningen,Ubiquitous Computing,15,17,225,TRUE,,,,
A131,647,387,147,66,33,0.4019,1,1,Wesleyan University,Computing for Development,22,24,484,TRUE,,,,
A1310,102,36,39,22,0,1,0.6176,1,#NAME?, Berkeley+ACI-,9,5,81,TRUE,,,,
A1311,16,10,1,0,2,0.375,1,0.8125,Washington University in St. Louis,Security and Privacy,3,0,9,TRUE,,,,
A1312,287,52,151,54,27,1,0.4739,1,Flinders University of South Australia,Computer Architecture,9,8,81,TRUE,,,,
A1313,755,660,57,23,5,0.1258,1,1,Rijksuniversiteit Groningen,Programming Languages and Software Engineering,18,18,324,TRUE,,,,
A1314,797,333,208,100,20,1,0.739,0.8294,The George Washington University,Human Computer Interaction,21,25,441,TRUE,,,,
A1315,11,2,5,0,3,1,0.5455,0.9091,University of Rochester,Data Management and Visualization,1,0,1,TRUE,,,,
A1316,63,23,23,13,2,1,0.6349,1,#NAME?, Berkeley+ACI-,3,0,9,TRUE,,,,
A1317,256,215,3,19,13,0.1602,1,1,University of Washington,Data Science,13,13,169,TRUE,,,,
A1318,258,127,106,19,1,1,0.5891,1,Washington University in St. Louis,Theory of Computation,10,4,100,TRUE,,,,
A1319,752,31,345,264,25,1,0.5412,0.8843,Massachusetts Institute of Technology ,Computing for Development,13,20,169,TRUE,,,,
A132,984,959,19,2,2,0.0254,1,1,Indiana University,Molecular Information Systems,18,27,324,TRUE,,,,
A1320,779,624,79,46,20,0.199,1,1,Washington University in St. Louis  ,Human Computer Interaction,22,24,484,TRUE,,,,
A1321,422,384,13,24,0,0.09,1,1,The University of Chicago,Computational +ACY- Synthetic Biology,16,17,256,TRUE,,,,
A1322,636,621,2,2,3,0.0236,1,1,Aarhus University,Human Computer Interaction,22,22,484,TRUE,,,,
A1323,141,2,1,127,1,1,1,1,University of Georgia ,Computing for Development,10,5,100,TRUE,,,,
A1324,912,573,97,209,7,0.3717,1,1,Oregon State University,Computing for Development,23,28,529,TRUE,,,,
A1325,670,623,3,16,18,0.0701,1,1,#NAME?, Berkeley+ACI-,22,24,484,TRUE,,,,
A1326,329,92,113,121,1,1,0.6565,1,Tel Aviv University,Computing for Development,15,16,225,TRUE,,,,
A1327,309,72,59,97,27,1,1,0.8252,#NAME?, Irvine +ACI-,16,16,256,TRUE,,,,
A1328,414,408,1,0,1,0.0145,1,1,Massachusetts Institute of Technology ,Machine Learning,14,18,196,TRUE,,,,
A1329,540,374,44,105,10,0.3074,1,1,Washington University in St. Louis,#NAME?,19,20,361,TRUE,,,,
A133,851,611,70,24,28,0.282,1,0.8613,University of Oxford,Artificial Intelligence,20,23,400,TRUE,,,,
A1330,333,294,32,5,1,0.1171,1,1,#NAME?, Los Angeles+ACI-,11,17,121,TRUE,,,,
A1331,678,48,371,235,18,1,0.4528,1,University of Rochester,Computational +ACY- Synthetic Biology,20,23,400,TRUE,,,,
A1332,128,53,15,2,13,1,1,0.6484,Stanford University,Natural Language Processing,7,0,49,TRUE,,,,
A1333,452,30,233,48,0,1,0.4845,0.6881,Washington University in St. Louis,Theory of Computation,20,20,400,TRUE,,,,
A1334,836,746,2,49,23,0.1077,1,1,University of Massachusetts Amhers ,Artificial Intelligence,22,25,484,TRUE,,,,
A1335,43,41,0,1,0,0.0465,1,1,Rijksuniversiteit Groningen,Human Computer Interaction,5,3,25,TRUE,,,,
A1336,227,151,64,10,1,0.3348,0.7181,1,Washington University in St. Louis,Theory of Computation,11,11,121,TRUE,,,,
A1337,653,578,40,28,1,0.1149,1,1,Wesleyan University,Human Computer Interaction,19,20,361,TRUE,,,,
A1338,364,189,106,59,7,0.4808,0.7088,1,Washington University in St. Louis,Human Computer Interaction,14,17,196,TRUE,,,,
A1339,422,59,34,125,90,1,1,0.7299,Washington University in St. Louis,Natural Language Processing,18,18,324,TRUE,,,,
A134,165,113,25,19,4,0.3152,1,1,#NAME?, Berkeley+ACI-,11,11,121,TRUE,,,,
A1340,294,127,129,19,4,1,0.5612,1,Rijksuniversiteit Groningen,Machine Learning,15,15,225,TRUE,,,,
A1341,890,184,138,439,41,1,1,0.9011,University of Arizona,Security and Privacy,18,18,324,TRUE,,,,
A1342,677,145,264,205,50,1,0.61,1, The University of Chicago,#NAME?, Vision, Animation, and Game Science+ACI-,22,23,484,TRUE,
A1343,349,205,113,20,1,0.4126,0.6762,1,Stanford University,Natural Language Processing,12,12,144,TRUE,,,,
A1344,107,11,74,10,9,1,0.3084,1,Indiana University,Systems and Networking,9,6,81,TRUE,,,,
A1345,108,100,1,3,1,0.0741,1,1,University of Iowa,Human Computer Interaction,9,0,81,TRUE,,,,
A1346,285,232,0,2,10,0.186,1,0.8561,Stanford University,Wireless and Sensor Systems,8,5,64,TRUE,,,,
A1347,757,706,28,4,5,0.0674,1,1,Indiana University,Systems and Networking,18,25,324,TRUE,,,,
A1348,728,425,142,29,70,0.4162,1,0.9148,University of Iowa,Wireless and Sensor Systems,19,24,361,TRUE,,,,
A1349,782,582,190,0,1,0.2558,0.757,1,Rijksuniversiteit Groningen,Systems and Networking,23,26,529,TRUE,,,,
A135,872,582,100,141,36,0.3326,1,1,Boston University Graduate School,Ubiquitous Computing,28,28,784,TRUE,,,,
A1350,496,270,78,130,9,0.4556,1,1,#NAME?, Berkeley  +ACI-,12,15,144,TRUE,,,,
A1351,206,79,28,58,7,1,1,0.835,Oregon State University,Artificial Intelligence,13,13,169,TRUE,,,,
A1352,551,498,12,39,0,0.0962,1,1,University of Arizona,Data Science,13,22,169,TRUE,,,,
A1353,255,232,17,5,0,0.0902,1,1,Washington University in St. Louis  ,Data Science,13,14,169,TRUE,,,,
A1354,2,1,0,0,0,1,1,0.5,University of Auckland,Computer Architecture,1,0,1,TRUE,,,,
A1355,803,611,140,43,8,0.2391,1,1,#NAME?, Berkeley  +ACI-,27,27,729,TRUE,,,,
A1356,47,19,21,3,2,1,0.5532,1,#NAME?, San Diego+ACI-,4,0,16,TRUE,,,,
A1357,335,2,193,54,66,1,0.4239,1,#NAME?, Irvine +ACI-,10,5,100,TRUE,,,,
A1358,782,592,159,24,1,0.243,1,1,#NAME?, Riverside+ACI-,15,16,225,TRUE,,,,
A1359,948,14,184,631,35,1,1,0.9114,University of Rochester,Computing for Development,29,29,841,TRUE,,,,
A136,527,302,191,13,7,0.4269,0.6376,1,Washington University in St. Louis,Theory of Computation,17,18,289,TRUE,,,,
A1360,60,58,1,0,0,0.0333,1,1,University of Toronto,Molecular Information Systems,4,1,16,TRUE,,,,
A1361,294,176,47,62,6,0.4014,1,1,Flinders University of South Australia,Programming Languages and Software Engineering,8,7,64,TRUE,,,,
A1362,717,645,42,2,20,0.1004,1,1,University of Pittsburgh  ,Natural Language Processing,21,24,441,TRUE,,,,
A1363,406,377,7,16,0,0.0714,1,1,University of Arizona,Computing for Development,16,16,256,TRUE,,,,
A1364,984,30,125,428,16,1,1,0.6087,Massachusetts Institute of Technology ,Computing for Development,18,22,324,TRUE,,,,
A1365,502,349,126,8,13,0.3048,0.749,1,#NAME?, San Diego+ACI-,11,13,121,TRUE,,,,
A1366,882,581,20,17,110,0.3413,1,0.8254,#NAME?, Irvine +ACI-,20,25,400,TRUE,,,,
A1367,455,397,30,4,11,0.1275,1,1,Stanford University,Molecular Information Systems,17,19,289,TRUE,,,,
A1368,560,467,8,16,13,0.1661,1,0.9,The University of Chicago,Human Computer Interaction,21,22,441,TRUE,,,,
A1369,894,566,91,122,1,0.3669,1,0.8725,University of Pittsburgh  ,Data Science,26,27,676,TRUE,,,,
A137,86,78,4,1,2,0.093,1,1,University of Pittsburgh  ,Systems and Networking,7,0,49,TRUE,,,,
A1370,432,176,220,33,1,1,0.4907,1,#NAME?, Los Angeles+ACI-,13,16,169,TRUE,,,,
A1371,705,251,382,7,24,1,0.4582,1,Washington University in St. Louis,Computational +ACY- Synthetic Biology,23,23,529,TRUE,,,,
A1372,618,479,54,78,4,0.2249,1,1,University of Pittsburgh  ,Computational +ACY- Synthetic Biology,12,22,144,TRUE,,,,
A1373,144,138,3,1,0,0.0417,1,1,#NAME?, Berkeley+ACI-,6,5,36,TRUE,,,,
A1374,260,40,218,1,0,1,0.1615,1,University of Notre Dame,Wireless and Sensor Systems,14,14,196,TRUE,,,,
A1375,404,246,18,73,4,0.3911,1,0.8441,The George Washington University,Computational +ACY- Synthetic Biology,12,18,144,TRUE,,,,
A1376,499,135,342,19,2,1,0.3146,1,University of Iowa,Ubiquitous Computing,17,18,289,TRUE,,,,
A1377,526,447,40,27,5,0.1502,1,1,University of Massachusetts Amhers ,Human Computer Interaction,13,15,169,TRUE,,,,
A1378,219,95,82,9,29,1,0.6256,1,University of Notre Dame,Wireless and Sensor Systems,7,2,49,TRUE,,,,
A1379,296,289,5,1,0,0.0236,1,1,Vrije Universiteit Amsterdam ,Data Science,8,4,64,TRUE,,,,
A138,882,323,479,10,10,1,0.4569,0.932,University of Georgia ,Programming Languages and Software Engineering,25,26,625,TRUE,,,,
A1380,330,187,25,94,6,0.4333,1,1,University of New Brunswick,Computing for Development,13,14,169,TRUE,,,,
A1381,614,274,100,124,59,1,1,0.9072,University of Oxford,Computational +ACY- Synthetic Biology,16,22,256,TRUE,,,,
A1382,196,104,66,24,0,0.4694,0.6633,1,The University of Chicago,Theory of Computation,9,7,81,TRUE,,,,
A1383,919,565,14,270,60,0.3852,1,1,University Aix+AC0-Marseille,Systems and Networking,18,21,324,TRUE,,,,
A1384,378,71,205,33,33,1,0.4577,0.9048,University of Georgia ,Natural Language Processing,11,16,121,TRUE,,,,
A1385,761,331,71,349,2,1,1,1,Oregon State University,Data Management and Visualization,14,20,196,TRUE,,,,
A1386,936,757,149,24,0,0.1912,1,1,#NAME?, Berkeley  +ACI-,26,28,676,TRUE,,,,
A1387,427,369,8,4,18,0.1358,1,1,Indiana University,Data Management and Visualization,10,8,100,TRUE,,,,
A1388,399,119,250,1,28,1,0.3734,1,University of Rochester,Machine Learning,16,16,256,TRUE,,,,
A1389,88,51,4,29,1,0.4205,1,1,Tel Aviv University,Machine Learning,5,4,25,TRUE,,,,
A139,777,749,7,2,5,0.036,1,1,Wesleyan University,Human Computer Interaction,18,24,324,TRUE,,,,
A1390,852,577,18,150,80,0.3228,1,1,#NAME?, Irvine +ACI-,21,28,441,TRUE,,,,
A1391,484,346,27,54,55,0.2851,1,1,#NAME?, Berkeley  +ACI-,21,21,441,TRUE,,,,
A1392,280,278,1,0,0,0.0071,1,1,University of Georgia ,Human Computer Interaction,11,13,121,TRUE,,,,
A1393,338,67,165,55,0,1,0.5118,0.8491,University of Notre Dame,Computer Architecture,11,17,121,TRUE,,,,
A1394,657,470,34,129,19,0.2846,1,1,University of Pittsburgh  ,Computational +ACY- Synthetic Biology,18,22,324,TRUE,,,,
A1395,45,37,6,0,0,0.1778,1,1,Vrije Universiteit Amsterdam ,Human Computer Interaction,5,0,25,TRUE,,,,
A1396,748,688,25,6,0,0.0802,1,1,Oregon State University,Human Computer Interaction,13,22,169,TRUE,,,,
A1397,794,325,227,227,2,1,0.7141,1,#NAME?, Berkeley  +ACI-,27,27,729,TRUE,,,,
